"T","mu_theta1","mu_theta1a","theta2","theta2a","theta3","theta4","theta4a","theta5","mu_theta6","mu_theta6b","mu_theta7","theta9","theta9a","theta6xc","theta1a_Ca_smallM","theta1_reg_Al","theta1_reg_Ca","theta1_reg_CAM","theta1_reg_Ja","theta1_reg_NZ","theta1_reg_SA","theta1_reg_Tw","theta1a_reg_Al","theta1a_reg_Ca","theta1a_reg_CAM","theta1a_reg_Ja","theta1a_reg_NZ","theta1a_reg_SA","theta1a_reg_Tw","theta7_reg_Al","theta7_reg_Ca","theta7_reg_CAM","theta7_reg_Ja","theta7_reg_NZ","theta7_reg_SA","theta7_reg_Tw","theta6x1_reg_Al","theta6x1_reg_Ca","theta6x1_reg_CAM","theta6x1_reg_Ja","theta6x1_reg_NZ","theta6x1_reg_SA","theta6x1_reg_Tw","theta6x2_reg_Al","theta6x2_reg_Ca","theta6x2_reg_CAM","theta6x2_reg_Ja","theta6x2_reg_NZ","theta6x2_reg_SA","theta6x2_reg_Tw","theta6x3_reg_Al","theta6x3_reg_Ca","theta6x3_reg_CAM","theta6x3_reg_Ja","theta6x3_reg_NZ","theta6x3_reg_SA","theta6x3_reg_Tw","theta61_reg_Al","theta61_reg_Ca","theta61_reg_CAM","theta61_reg_Ja","theta61_reg_NZ","theta61_reg_SA","theta61_reg_Tw","theta62_reg_Al","theta62_reg_Ca","theta62_reg_CAM","theta62_reg_Ja","theta62_reg_NZ","theta62_reg_SA","theta62_reg_Tw","theta63_reg_Al","theta63_reg_Ca","theta63_reg_CAM","theta63_reg_Ja","theta63_reg_NZ","theta63_reg_SA","theta63_reg_Tw","dzb_if","dzb_slab","nft_1","nft_2","phi","tau","psi_theta1","psi_theta1a","psi_theta6","psi_theta6b","psi_theta7","L_reg.1.1","L_reg.2.1","L_reg.3.1","L_reg.4.1","L_reg.5.1","L_reg.6.1","L_reg.7.1","L_reg.8.1","L_reg.9.1","L_reg.1.2","L_reg.2.2","L_reg.3.2","L_reg.4.2","L_reg.5.2","L_reg.6.2","L_reg.7.2","L_reg.8.2","L_reg.9.2","L_reg.1.3","L_reg.2.3","L_reg.3.3","L_reg.4.3","L_reg.5.3","L_reg.6.3","L_reg.7.3","L_reg.8.3","L_reg.9.3","L_reg.1.4","L_reg.2.4","L_reg.3.4","L_reg.4.4","L_reg.5.4","L_reg.6.4","L_reg.7.4","L_reg.8.4","L_reg.9.4","L_reg.1.5","L_reg.2.5","L_reg.3.5","L_reg.4.5","L_reg.5.5","L_reg.6.5","L_reg.7.5","L_reg.8.5","L_reg.9.5","L_reg.1.6","L_reg.2.6","L_reg.3.6","L_reg.4.6","L_reg.5.6","L_reg.6.6","L_reg.7.6","L_reg.8.6","L_reg.9.6","L_reg.1.7","L_reg.2.7","L_reg.3.7","L_reg.4.7","L_reg.5.7","L_reg.6.7","L_reg.7.7","L_reg.8.7","L_reg.9.7","L_reg.1.8","L_reg.2.8","L_reg.3.8","L_reg.4.8","L_reg.5.8","L_reg.6.8","L_reg.7.8","L_reg.8.8","L_reg.9.8","L_reg.1.9","L_reg.2.9","L_reg.3.9","L_reg.4.9","L_reg.5.9","L_reg.6.9","L_reg.7.9","L_reg.8.9","L_reg.9.9","theta1_reg_global","theta1a_reg_global","theta7_reg_global","theta6x1_reg_global","theta6x2_reg_global","theta6x3_reg_global","theta61_reg_global","theta62_reg_global","theta63_reg_global"
0.05,4.604559951506079,5.557177921441478,-2.692628979318182,-2.6168312582954547,0.11229566792613639,0.8602773443181821,1.1073017241477272,0.023906542762028353,-0.0026815156052368183,-0.005089683487443182,1.0084389037761363,0.027363925691812507,0.025030308700998854,-0.6949981205402044,4.79447174081733,4.420658779294319,4.7105807742965915,4.915813061248626,5.298627782470568,4.66343898757587,5.159727409888011,4.522689304798296,5.367215334628581,5.207726764133068,6.007720848131817,6.284734140375,5.628918353811796,5.942733872115283,5.274616856428238,0.8937956256590908,0.8547971341671593,1.347511066247898,1.2310250984090907,1.3431871793352272,1.417289796608239,1.163892599318182,-0.005081853760541478,-0.0012358791858953983,-0.006488400366829544,-0.009009895412045457,-0.008344131190888067,-0.004110676146829375,-0.0059751504482892055,-0.007244911057888067,-0.007757726352229601,-0.0013010731049111933,-0.0019986468464772726,-0.0016160863771092124,-0.002642692807394318,-0.004735857865121078,-0.0027650593992125014,-0.009379947517189773,-0.007679363893423125,-0.006011668931875,-0.004138703690737045,-0.009178494137263125,-0.004044832310516477,-0.00831766389063085,-0.006195247846477972,-0.00277494170283125,-0.007084191914029546,-0.006077152897999432,-0.008146040343171818,-0.0038320907260727282,-0.0030548165848295447,-0.003664448902962159,-0.002009775962954602,-0.0028401661610977275,-0.0012944834765098866,-0.0018037077144703408,-0.0024534984015570503,-0.00726148155167784,-0.0005837988270403432,-0.006584366313994659,-0.007975825527175,-0.010370586747485849,-0.007949665381439375,-0.00615120247384659,13.746649362551347,-12.595743471430621,0.9047429076022728,0.2033930898016864,0.6346544147954546,0.5686391528473862,0.251146,0.371709,0.000640057,0.00203568,0.164696,1,0.596219,0.38295,-0.0505453,0.216579,-0.486919,-0.495553,0.134559,-0.128494,0,0.802822,0.0838424,-0.429644,0.0758578,0.386919,0.548585,0.000148514,-0.124596,0,0,0.919957,-0.520131,0.34101,-0.0144635,0.154381,0.373929,-0.494387,0,0,0,0.73642,-0.639032,-0.523491,0.00764671,-0.10522,-0.0922791,0,0,0,0,0.650146,-0.347142,0.355355,0.521373,0.242231,0,0,0,0,0,0.46738,-0.275787,0.286602,-0.313982,0,0,0,0,0,0,0.476711,0.0336123,0.357849,0,0,0,0,0,0,0,0.689855,0.0666508,0,0,0,0,0,0,0,0,0.652129,4.860084680337581,5.6101473700372635,1.087979483056592,-0.005377370112163913,-0.006460795121483226,-0.005990528498568562,-0.0069738622536439174,-0.0025862630501561675,-0.005306900149440378
0.05,4.564919951506079,5.594367921441478,-2.550048979318182,-2.516891258295455,0.09793926792613639,0.9088323443181822,1.2073917241477272,0.03993714276202835,-0.0025447556052368182,-0.006987343487443182,1.1384389037761364,0.025573025691812506,0.026950308700998855,-0.6939521205402044,4.57176174081733,3.962918779294319,4.067720774296592,4.9928630612486256,5.158157782470568,4.69687898757587,5.039327409888011,4.274479304798295,5.486655334628581,5.226286764133068,5.985410848131817,6.293874140375,5.784448353811796,5.939433872115282,5.217896856428238,0.9473836256590908,0.9770791341671593,1.7772310662478978,1.2666650984090908,1.3015271793352272,1.306669796608239,1.203042599318182,-0.004863173760541478,-0.011215189185895398,-0.007059180366829544,-0.009571095412045457,-0.0074791211908880675,-0.003936156146829375,-0.0019677704482892054,-0.0034761810578880672,-0.0101013663522296,-0.0007210361049111932,-0.0020734268464772726,-0.005717256377109212,-0.0034153528073943176,-0.010553067865121078,-0.012710029399212501,-0.012722867517189772,-0.006329153893423125,-0.006258398931875,-0.009797353690737046,-0.0015046441372631252,-0.0051626123105164776,-0.0031539238906308506,-0.004303327846477972,-0.01077512170283125,-0.007338681914029545,-0.006455352897999432,-0.007226080343171817,-0.003236250726072728,-0.002805596584829545,-0.0035934889029621588,-0.0015736859629546021,-0.0028394061610977272,-0.0023861934765098862,-0.0021566477144703408,-0.00236771840155705,-0.01055202155167784,-0.006937051827040343,-0.005421666313994659,-0.008389535527175002,-0.00989840674748585,-0.008234385381439373,-0.0030793424738465905,21.56364936255135,-13.483743471430623,0.8841489076022728,0.2015910898016864,0.6402774147954545,0.48741115284738623,0.306176,0.27529,0.000508782,0.00357136,0.190088,1,0.613286,0.212681,-0.271839,0.096007,0.612057,0.119941,-0.254817,0.0713382,0,0.789861,0.0388423,0.129412,0.813138,-0.272097,-0.060428,0.00516175,-0.115424,0,0,0.976349,0.21108,0.251974,-0.0193116,-0.456254,0.574936,0.439621,0,0,0,0.929947,-0.127216,0.367484,0.0776507,0.223879,0.322347,0,0,0,0,0.499915,0.260251,-0.350984,0.180535,0.000453273,0,0,0,0,0,0.590086,-0.208591,-0.0225254,0.576086,0,0,0,0,0,0,0.775284,-0.106389,-0.252723,0,0,0,0,0,0,0,0.714107,-0.313112,0,0,0,0,0,0,0,0,0.436612,4.028417898438094,5.059592358900095,0.8491991940587528,-0.010344562689152521,-0.008784127707353769,-0.010656541837501636,-0.007288404820101303,-0.0024359062877074645,-0.01357192262196948
0.05,4.644729951506079,5.518617921441478,-2.563208979318182,-2.506251258295455,0.09986976792613639,0.9442183443181822,1.1157417241477272,0.04727064276202835,-0.003315045605236818,-0.005896993487443183,1.1095389037761363,0.024613125691812506,0.021450608700998856,-0.7213461205402044,4.197871740817329,4.226158779294319,4.276520774296592,4.890953061248625,5.143767782470569,4.55382898757587,5.077097409888011,4.296499304798295,5.5140153346285805,5.288486764133068,5.997540848131817,6.302844140375,5.709638353811797,6.026913872115283,5.1277768564282376,0.8887906256590908,0.8025851341671593,1.371951066247898,1.2711250984090907,1.3378871793352272,1.5342497966082391,1.197332599318182,-0.002377623760541478,-0.004817919185895398,-0.007141460366829545,-0.009421945412045456,-0.002943031190888067,-0.004080256146829374,-0.003529230448289205,-0.009292931057888067,-0.0091841863522296,-0.0014310791049111933,-0.0019042468464772729,-0.006415946377109212,-0.0033375028073943176,-0.011524967865121076,-0.005084859399212501,-0.006219337517189773,-0.003931613893423125,-0.006318458931875,-0.008149833690737046,-0.008264234137263125,-0.012704822310516478,-0.0022566938906308505,-0.008153847846477972,-0.010166931702831249,-0.008142811914029546,-0.008466302897999434,-0.008183630343171818,-0.011488390726072727,-0.003248396584829545,-0.003736218902962159,-0.002465395962954602,-0.0029145961610977274,-0.0030366234765098867,-0.002151437714470341,-0.0026605984015570503,-0.00504124155167784,-0.004385711827040343,-0.005518976313994659,-0.008282055527175002,-0.0066074667474858495,-0.007372965381439374,-0.0037208124738465904,24.43714936255135,-10.140643471430622,0.9469159076022728,0.19898908980168642,0.6362114147954545,0.5896671528473862,0.351806,0.369789,0.000630856,0.00298669,0.180255,1,0.306622,0.111029,-0.425172,0.423879,0.550679,-0.17185,0.2876,-0.194163,0,0.951831,0.135658,-0.159547,0.479599,-0.0769083,0.232946,0.0619478,-0.201154,0,0,0.984515,0.286461,-0.0470017,-0.307947,-0.341201,0.440364,-0.217196,0,0,0,0.843631,-0.143019,0.187741,0.0987954,0.180594,0.307892,0,0,0,0,0.753424,-0.0908662,-0.476514,-0.118501,0.475132,0,0,0,0,0,0.743305,0.153834,-0.213666,-0.0459022,0,0,0,0,0,0,0.734367,0.0975965,-0.323136,0,0,0,0,0,0,0,0.785935,0.213111,0,0,0,0,0,0,0,0,0.634173,4.942291254134156,5.559247952591708,1.0766344123548892,-0.00838930983605376,-0.006554305850215983,-0.0029691115372523554,-0.005198534099677949,-0.003774708204806996,-0.004526454286080119
0.05,4.32327995150608,5.490007921441478,-2.568138979318182,-2.540521258295455,0.10632766792613639,0.9411363443181822,0.8905327241477271,0.015313112762028352,-0.0029751456052368183,-0.003982503487443182,0.9511819037761364,0.024104325691812506,0.027211808700998857,-0.6865931205402044,3.7143717408173296,3.930718779294319,4.3288007742965915,4.387503061248625,4.906517782470568,5.19728898757587,4.78971740988801,4.248949304798296,5.25583533462858,4.957086764133068,5.466610848131817,6.166224140375,5.472848353811797,6.168213872115283,4.886436856428237,0.9608226256590908,0.9246621341671593,1.247041066247898,1.2719150984090908,1.330347179335227,1.271799796608239,1.213052599318182,-0.002351533760541478,-0.0047083691858953985,-0.0073744303668295446,-0.009423525412045457,-0.006283821190888068,-0.004764436146829375,-0.003992010448289205,-0.002322061057888067,-0.0032084463522296007,0.0006989608950888067,-0.002137776846477273,-0.00011756337710921237,-0.0023791228073943176,0.0004585671348789225,-0.002749549399212501,-0.003966027517189772,-0.0035014838934231247,-0.006008908931875,-0.005770413690737045,-0.0034762341372631253,-0.0008360733105164774,-0.0038958238906308504,-0.000542389846477972,-0.00487233170283125,-0.005697021914029546,-0.0038005928979994324,-0.008087010343171816,-0.0032208707260727282,-0.003178656584829545,-0.0035919689029621587,-0.001247165962954602,-0.002867456161097727,-0.0018556934765098865,-0.002226867714470341,-0.0024907584015570502,-0.00471027155167784,-0.002430091827040343,-0.007128806313994659,-0.008149495527175001,-0.00548525674748585,-0.004675445381439374,-0.00512532247384659,12.140949362551348,-13.496243471430622,0.9184679076022728,0.19392608980168644,0.6381984147954546,0.5689051528473862,0.312633,0.365654,0.00083299,0.00187836,0.183758,1,0.437072,0.365878,0.0609823,0.121968,-0.597498,-0.0915628,-0.016354,-0.267251,0,0.899426,0.24748,-0.37861,-0.0188487,-0.0245792,-0.402355,-0.00428845,-0.163061,0,0,0.897155,-0.365652,0.646721,0.30769,-0.124283,-0.143653,0.0892748,0,0,0,0.848076,-0.177642,-0.049497,-0.211271,-0.284265,0.278462,0,0,0,0,0.731413,0.0277737,0.447577,0.199261,-0.642527,0,0,0,0,0,0.737901,-0.192287,0.296272,0.278889,0,0,0,0,0,0,0.72962,-0.61088,0.111218,0,0,0,0,0,0,0,0.630567,-0.0712747,0,0,0,0,0,0,0,0,0.555344,4.245348113475805,5.154073608527485,1.1558219558831224,-0.005029511999177086,-0.004428107423336058,-0.00332941979894696,-0.004089896243930029,-0.003768830876524614,-0.0009454578450836713
0.05,4.596909951506079,5.668657921441478,-2.578458979318182,-2.5520912582954547,0.10271666792613639,0.9057523443181822,0.9084847241477272,0.21330694276202836,-0.003354605605236818,-0.004416173487443182,0.9741349037761364,0.025739325691812507,0.028280608700998855,-0.6830271205402044,3.82138174081733,3.876918779294319,4.087350774296592,4.148723061248625,5.073547782470568,5.17298898757587,4.8864874098880104,4.202269304798295,5.253735334628581,5.495456764133068,5.667450848131817,6.388714140375,5.588318353811796,6.232743872115282,4.883446856428238,0.7357936256590908,0.8668561341671593,1.0547510662478978,1.2741350984090907,1.247247179335227,1.4528697966082391,1.148452599318182,-0.0023576337605414784,-0.002099819185895398,-0.0044354903668295444,-0.009463615412045457,-0.004063421190888067,-0.0036350861468293747,0.00007983855171079466,-0.0025017310578880673,-0.0037406063522296006,-0.0006669761049111932,-0.002062996846477273,-0.004008236377109212,-0.0029480728073943176,-0.0019038578651210775,-0.0007195953992125012,-0.0021488575171897725,-0.0009515528934231248,-0.005917128931875,-0.007022353690737045,-0.005909714137263125,-0.0018749323105164775,-0.0020730338906308505,-0.0006005698464779719,-0.00455672170283125,-0.004209441914029546,-0.008040462897999433,-0.007826540343171817,-0.002039070726072728,-0.003027076584829545,-0.0037031689029621588,-0.001103778962954602,-0.0028736361610977273,-0.0027289434765098864,-0.001832857714470341,-0.0022284384015570503,-0.0018113015516778394,-0.002035671827040343,-0.005279676313994659,-0.008953905527175001,-0.00743680674748585,-0.0061709653814393745,-0.0019113724738465906,11.789249362551347,-11.897743471430623,0.8603709076022729,0.20246808980168643,0.6379054147954546,0.5297271528473863,0.377368,0.519551,0.00100818,0.00209024,0.197141,1,0.470639,0.564621,-0.348146,-0.186108,-0.818887,-0.584308,-0.259644,-0.469438,0,0.882326,0.249638,0.00249646,0.0347767,-0.0568198,0.186765,0.188006,0.0661847,0,0,0.786692,0.331717,0.0645928,-0.0404771,0.0463612,0.436008,-0.121141,0,0,0,0.876785,-0.331302,-0.161752,0.1179,0.0743874,0.590168,0,0,0,0,0.922074,0.492277,0.0111853,0.44873,0.0753007,0,0,0,0,0,0.236764,0.178289,-0.354234,0.0993212,0,0,0,0,0,0,0.758776,-0.37872,-0.0236516,0,0,0,0,0,0,0,0.48097,-0.20762,0,0,0,0,0,0,0,0,0.5942,5.084095745152045,5.187421919349439,1.2004003838593877,-0.00526395896292828,-0.009080100611124187,-0.009702009761239437,-0.006769934442066153,-0.004103536091913489,-0.006544987350401361
0.05,4.193849951506079,5.1844179214414785,-2.592278979318182,-2.5017912582954547,0.10543966792613639,0.9784973443181821,0.9208357241477272,0.10070844276202835,-0.0029286856052368184,-0.005858223487443182,1.0584589037761363,0.027086325691812508,0.025115708700998857,-0.6956661205402044,3.56732174081733,4.057548779294319,4.195830774296591,4.474233061248626,5.0341877824705685,5.32033898757587,4.740877409888011,3.9054293047982953,5.061355334628581,4.836236764133068,5.272620848131817,5.992804140375,5.4249683538117965,5.975073872115282,4.748396856428238,0.9283766256590908,0.8821141341671593,1.4304710662478979,1.2696650984090907,1.3669671793352272,1.364619796608239,1.189452599318182,-0.007299773760541479,-0.009698139185895398,-0.0054235003668295445,-0.009610685412045458,-0.004856711190888067,-0.003974006146829375,-0.0035205004482892054,-0.007440901057888067,-0.0020513063522296007,-0.0015999291049111932,-0.001946586846477273,-0.0058974463771092125,-0.002902962807394318,-0.00812614786512108,-0.005497479399212501,-0.006794057517189773,-0.010597713893423125,-0.006547468931875,-0.007435573690737045,-0.006323364137263125,-0.006891192310516477,-0.00481952389063085,-0.005692097846477972,-0.008637241702831248,-0.006595291914029545,-0.007981202897999432,-0.008450860343171818,-0.006146580726072728,-0.002928286584829545,-0.003900618902962159,-0.002160145962954602,-0.002829626161097727,-0.0021488734765098866,-0.002202817714470341,-0.0025993284015570503,-0.007379451551677839,-0.010217311827040342,-0.0064257863139946594,-0.008591835527175,-0.0049511067474858495,-0.0038019853814393744,-0.0016217924738465906,13.899049362551347,-12.514643471430622,0.9270159076022728,0.19388808980168643,0.6382944147954546,0.5636251528473862,0.48238,0.427002,0.000616721,0.00245725,0.167851,1,0.180089,0.299407,0.16488,0.252642,-0.357626,-0.531516,0.369672,-0.332329,0,0.98365,0.295671,-0.142301,-0.0133278,0.321662,-0.141579,-0.0155699,-0.113677,0,0,0.907157,0.0639948,-0.00675079,-0.266495,-0.231386,0.464634,0.334473,0,0,0,0.973894,-0.433337,0.112413,0.0924526,0.0856585,0.574344,0,0,0,0,0.864967,-0.101585,-0.0151418,-0.155614,-0.0688918,0,0,0,0,0,0.821378,0.540518,-0.470095,0.459403,0,0,0,0,0,0,0.585636,0.235756,-0.0380256,0,0,0,0,0,0,0,0.582315,0.148038,0,0,0,0,0,0,0,0,0.442418,4.66171445344532,4.793705293678946,1.0259356248345552,-0.0006977898194870519,-0.006940999977280632,-0.005305223785696962,-0.007914813036598089,-0.0033882811496198967,-0.0026571861415111008
0.05,4.817219951506079,5.823067921441478,-2.637798979318182,-2.602911258295455,0.10668266792613638,0.9081863443181821,0.9438487241477271,0.08412604276202836,-0.0023793956052368184,-0.005312353487443183,1.1985789037761363,0.022836325691812508,0.025323608700998854,-0.6851891205402044,4.176031740817329,4.281398779294319,4.457360774296592,4.501013061248625,5.3081177824705685,4.9854089875758705,4.987647409888011,4.3082593047982956,5.54813533462858,5.309766764133068,6.495240848131817,6.494134140375,5.810248353811796,6.408763872115283,5.310836856428238,0.8272636256590908,0.9823851341671593,1.1796410662478978,1.2701050984090907,1.242427179335227,1.280829796608239,1.191942599318182,-0.006268753760541478,-0.002411369185895398,-0.006611730366829545,-0.009506915412045456,-0.005319721190888067,-0.0038881761468293747,-0.009455720448289205,-0.005304251057888067,-0.0093155663522296,0.0012211208950888067,-0.0017899268464772729,-0.004402836377109212,-0.0032191928073943177,-0.006335447865121077,-0.007428109399212501,-0.004763087517189773,-0.008845583893423124,-0.006033158931875,-0.006610503690737045,-0.005628174137263125,-0.004469962310516477,-0.007145743890630851,-0.003805617846477972,-0.0072581817028312505,-0.005665461914029546,-0.003746092897999432,-0.008015100343171818,-0.006749040726072728,-0.002843836584829545,-0.003450258902962159,-0.00028618056295460207,-0.0025953861610977275,-0.002740823476509886,-0.002067797714470341,-0.0022226684015570503,-0.004990051551677839,-0.0011488918270403433,-0.00838114631399466,-0.007824885527175002,-0.00323832674748585,-0.007346865381439374,-0.007339932473846591,24.19934936255135,-16.646243471430623,0.8720799076022728,0.20478808980168642,0.6388334147954545,0.4979741528473862,0.257435,0.370067,0.00113041,0.00255961,0.212439,1,0.448748,0.464552,0.172119,0.0989414,0.149227,0.266101,-0.143779,0.0182625,0,0.893658,0.109179,0.107105,0.830139,-0.565868,-0.172198,0.422016,-0.282405,0,0,0.87879,-0.012755,0.199388,0.309922,0.186013,0.260869,-0.0486688,0,0,0,0.979153,-0.137136,0.125026,0.185044,0.124705,0.515629,0,0,0,0,0.492462,0.135897,0.0531136,0.435606,-0.207021,0,0,0,0,0,0.726205,-0.434921,0.424667,-0.528469,0,0,0,0,0,0,0.799199,-0.158286,0.431514,0,0,0,0,0,0,0,0.567871,-0.169614,0,0,0,0,0,0,0,0,0.338471,4.874351926236232,6.26977734430461,1.2165577034744501,-0.002587806942213962,-0.0029861348353517614,-0.00951745392952827,-0.0026087992596166,-0.0024702687455212392,-0.0009642036293623134
0.05,5.09354995150608,5.695647921441478,-2.636028979318182,-2.5573112582954547,0.10133966792613638,0.9049493443181822,1.1282817241477272,0.21391194276202835,-0.002409375605236818,-0.005645063487443183,1.1768589037761363,0.023653925691812506,0.023025808700998854,-0.6341941205402044,4.5253617408173294,4.307708779294319,5.112100774296592,5.319633061248625,5.538327782470568,5.46842898757587,5.18908740988801,5.090779304798295,5.43831533462858,5.240046764133068,5.8079408481318175,6.326374140375,5.645698353811796,6.150513872115282,5.176886856428238,0.8978626256590908,0.9960061341671593,1.3337310662478978,1.2416950984090906,1.3387071793352272,1.344899796608239,1.192812599318182,-0.005487643760541478,-0.006232579185895398,-0.008695460366829545,-0.009364165412045457,-0.007080641190888067,-0.004331936146829375,-0.005066690448289206,-0.009432331057888068,-0.0049020963522296,-0.0016366191049111932,-0.001977216846477273,-0.0035170263771092123,-0.002773502807394318,-0.003929037865121077,-0.003720279399212501,-0.004641747517189773,-0.006760183893423125,-0.0055759989318749995,-0.008421603690737045,-0.006156134137263125,-0.009548582310516477,-0.0021545438906308504,-0.002668967846477972,-0.00691338170283125,-0.0034700219140295454,-0.005143512897999432,-0.008460950343171816,-0.008068910726072728,-0.0027302965848295447,-0.0037055189029621587,-0.002208525962954602,-0.0025117761610977275,-0.0015888934765098865,-0.002090377714470341,-0.0023958884015570503,-0.0058524515516778395,-0.0015906818270403432,-0.005478396313994659,-0.007848745527175002,-0.00403992674748585,-0.006744035381439375,-0.0015159324738465904,14.759649362551347,-12.302143471430622,0.9234569076022728,0.19765808980168642,0.6383444147954546,0.5675961528473862,0.376793,0.266252,0.000706828,0.00247441,0.106551,1,-0.0538457,0.280067,-0.330723,0.460092,-0.498964,-0.133047,-0.0879174,-0.285213,0,0.998549,0.461103,0.125721,-0.0625331,0.299687,-0.0959816,-0.02338,-0.220485,0,0,0.84199,0.317171,-0.0505325,-0.18002,-0.397467,0.608017,0.475287,0,0,0,0.879897,-0.422143,0.182699,-0.260368,-0.48612,0.396418,0,0,0,0,0.776947,-0.195425,-0.0129514,-0.195211,0.164386,0,0,0,0,0,0.746488,0.375497,-0.27233,0.231056,0,0,0,0,0,0,0.778555,0.247015,0.301335,0,0,0,0,0,0,0,0.460911,-0.222785,0,0,0,0,0,0,0,0,0.515897,4.922414112558909,6.368954046544131,1.3125590581470983,-0.0031241869820729917,-0.004371624205887619,-0.001620341693730207,-0.005034373370529093,-0.0028679754298499105,-0.006812184523826986
0.05,4.709699951506079,5.650107921441478,-2.626758979318182,-2.5569712582954547,0.10977366792613638,1.0431203443181822,1.058061724147727,0.06893734276202836,-0.002888135605236818,-0.005620783487443182,1.2232989037761364,0.04361372569181251,0.019918308700998855,-0.7322881205402044,4.10883174081733,4.491548779294319,4.926040774296592,4.6085030612486255,4.773777782470568,4.79457898757587,4.617967409888011,4.655779304798295,5.3900953346285805,5.010996764133068,6.064570848131817,6.124614140375,5.3168383538117965,6.013433872115282,5.059916856428238,0.9814306256590908,0.8930381341671593,1.5776610662478978,1.2242250984090908,1.310927179335227,1.353689796608239,1.170322599318182,-0.006606033760541479,-0.006778379185895398,-0.006197850366829545,-0.009396195412045456,-0.004418281190888067,-0.003772696146829375,-0.006661230448289205,-0.006388721057888068,-0.006366426352229601,0.0009385808950888067,-0.001904716846477273,-0.004600546377109212,-0.0034184928073943176,-0.006226357865121077,-0.005255499399212501,-0.003003247517189773,-0.004700423893423125,-0.006083528931875,-0.0036729336907370454,-0.005680354137263125,-0.0044157323105164775,-0.005025243890630851,-0.004663917846477972,-0.011925121702831252,-0.009051841914029544,-0.0072712228979994326,-0.007907840343171817,-0.007578150726072728,-0.003189316584829545,-0.003966498902962159,-0.0006542819629546021,-0.002888046161097727,-0.0022709434765098863,-0.002043067714470341,-0.00269108840155705,-0.00603189155167784,-0.005568291827040343,-0.006814786313994659,-0.008389955527175,-0.006898996747485849,-0.004368185381439374,-0.0020320224738465905,13.294849362551348,-18.187343471430623,0.8933899076022729,0.2070560898016864,0.6362584147954545,0.5398751528473862,0.150601,0.519547,0.00089796,0.00218466,0.192302,1,0.0256283,-0.111964,0.0685224,-0.140851,0.44946,0.0404746,-0.252995,0.122325,0,0.999672,-0.0439879,-0.217722,0.453181,-0.336102,-0.163405,0.135785,-0.0840191,0,0,0.992738,0.475011,0.423632,0.283633,-0.245123,0.607055,-0.40141,0,0,0,0.849863,-0.215111,0.197525,0.426325,0.247556,0.0230586,0,0,0,0,0.74098,0.208592,-0.666385,0.512894,-0.161729,0,0,0,0,0,0.722528,0.0312712,0.116717,-0.415029,0,0,0,0,0,0,0.533643,-0.242781,-0.42903,0,0,0,0,0,0,0,0.390039,-0.17978,0,0,0,0,0,0,0,0,0.633658,4.6166186037365495,6.197895677855742,1.3018233943853341,-0.006322252610280459,-0.0065897797317441675,-0.006589271084738819,-0.002093952716041517,-0.0032193008187070956,-0.0054679154327899
0.05,4.613709951506079,5.744637921441478,-2.593728979318182,-2.531311258295455,0.09841106792613638,1.1132003443181822,1.129951724147727,0.03927594276202835,-0.0023120156052368183,-0.006562673487443182,1.1531289037761363,0.04053662569181251,0.024064608700998854,-0.6450491205402045,4.72325174081733,4.571098779294319,4.457440774296591,4.498583061248626,4.923567782470569,4.6280989875758705,4.63090740988801,4.429019304798295,5.58846533462858,5.386476764133068,6.099600848131817,6.274764140375,5.701768353811796,6.3619638721152825,5.178276856428238,0.9067126256590908,0.9265451341671593,1.3298310662478978,1.2511850984090906,1.304417179335227,1.303449796608239,1.193732599318182,-0.007014833760541479,-0.007427069185895399,-0.008216710366829545,-0.009065655412045457,-0.004208571190888067,-0.003965966146829375,-0.007147290448289205,-0.009651351057888068,-0.009019016352229601,0.00018353489508880674,-0.0018850568464772728,-0.006557216377109212,-0.002728572807394318,-0.008219057865121077,-0.006948449399212501,-0.004781817517189773,-0.004628483893423125,-0.006130718931875,-0.011135153690737046,-0.0045211841372631255,-0.0069607823105164775,-0.007364953890630851,-0.005935177846477972,-0.00298717170283125,-0.007239571914029546,-0.009501912897999433,-0.008173800343171816,-0.005121540726072728,-0.0028217865848295448,-0.0038327189029621588,-0.001254185962954602,-0.0024737361610977274,-0.0016015534765098866,-0.002004737714470341,-0.00237300840155705,-0.008447951551677841,-0.008437761827040344,-0.0015129963139946592,-0.007917055527175,-0.007370306747485849,-0.0033497053814393746,-0.00796488247384659,12.060249362551348,-23.71414347143062,0.8875649076022728,0.19535708980168642,0.6401854147954545,0.5636411528473863,0.16739,0.322911,0.00060871,0.00284481,0.110675,1,0.244682,0.158334,-0.519663,0.0173526,-0.534184,0.017732,0.360273,-0.289151,0,0.969603,0.323149,-0.0068991,0.283637,0.310902,-0.0220978,0.239595,0.223965,0,0,0.933009,-0.0187728,0.254874,-0.142005,-0.0435291,0.204003,0.0567121,0,0,0,0.854137,0.00866057,-0.15433,-0.605258,-0.0228904,0.385282,0,0,0,0,0.924237,0.428978,0.495206,0.28626,0.382982,0,0,0,0,0,0.624486,0.037637,-0.549834,0.15127,0,0,0,0,0,0,0.619935,0.368836,0.285246,0,0,0,0,0,0,0,0.500355,-0.14611,0,0,0,0,0,0,0,0,0.665058,4.524523052621859,5.5834145661945085,1.0239981385388544,-0.0017486390609165962,-0.007841466908183752,-0.009333353945824033,-0.009604719125351987,-0.002220846015786757,-0.00695211287894079
